,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,year,room_total,month
4039,2015-03-04,385000.0,3,2,1320,1297,3,7,2015,5,3
4040,2015-03-31,619000.0,3,2,2040,7503,2,8,2015,5,3
4041,2015-03-25,494000.0,4,2,1790,42000,1,7,2015,6,3
4042,2015-04-27,412450.0,3,2,1910,13505,1,8,2015,5,4
4043,2015-01-23,580000.0,3,1,1460,2800,2,7,2015,4,1
4044,2014-11-05,269900.0,3,1,1420,22100,1,7,2014,4,11
4045,2015-04-06,704300.0,4,1,1790,4080,1,7,2015,5,4
4046,2014-11-07,267000.0,3,2,1390,6005,2,8,2014,5,11
4047,2014-08-13,310000.0,4,1,1880,12150,1,7,2014,5,8
4048,2015-01-23,227064.0,3,1,1570,10824,2,7,2015,4,1
4049,2014-05-28,925000.0,3,2,2690,7000,2,7,2014,5,5
4050,2015-05-08,245000.0,3,1,1670,11452,1,8,2015,4,5
4051,2014-12-14,339888.0,3,1,1040,7490,1,7,2014,4,12
4052,2014-07-10,439000.0,4,2,1560,7500,1,7,2014,6,7
4053,2014-05-27,400000.0,2,1,1470,6120,1,7,2014,3,5
4054,2014-06-30,560000.0,3,2,2070,15002,1,8,2014,5,6
4055,2014-10-01,703011.0,2,1,1370,5922,1,8,2014,3,10
4056,2014-12-09,363000.0,2,1,1120,4800,1,7,2014,3,12
4057,2014-09-19,650000.0,4,2,2640,6240,2,9,2014,6,9
4058,2015-01-06,299950.0,3,1,1030,9916,1,7,2015,4,1
4059,2015-04-22,228950.0,3,1,1120,6625,1,6,2015,4,4
4060,2014-10-01,465000.0,4,1,1730,11700,1,7,2014,5,10
4061,2015-02-13,725000.0,3,2,2090,9847,2,9,2015,5,2
4062,2014-06-04,212500.0,3,1,920,14400,1,7,2014,4,6
4063,2014-09-10,526000.0,4,2,2970,54450,2,8,2014,6,9
4064,2014-12-23,383000.0,3,2,1720,10031,2,8,2014,5,12
4065,2015-04-21,244000.0,3,1,1460,4692,1,7,2015,4,4
4066,2014-08-05,565000.0,3,1,1540,3570,1,7,2014,4,8
4067,2015-02-19,373000.0,8,3,2850,12714,1,7,2015,11,2
4068,2014-09-02,300000.0,3,2,1310,9855,1,7,2014,5,9
4069,2014-05-20,405000.0,5,2,2430,4781,2,9,2014,7,5
4070,2014-06-20,979000.0,3,1,1700,14133,1,8,2014,4,6
4071,2014-11-16,324888.0,4,1,2160,28750,2,8,2014,5,11
4072,2015-04-29,445000.0,3,1,860,3200,1,6,2015,4,4
4073,2015-02-21,761000.0,3,3,2050,2020,2,8,2015,6,2
4074,2015-04-27,435000.0,4,2,1650,4745,1,7,2015,6,4
4075,2014-08-22,252000.0,3,2,1570,8410,1,7,2014,5,8
4076,2014-06-23,350000.0,3,1,1660,10150,1,7,2014,4,6
4077,2014-11-07,875000.0,3,1,1220,8119,1,7,2014,4,11
4078,2015-02-10,940000.0,3,1,1220,8119,1,7,2015,4,2
4079,2014-08-19,280000.0,3,2,1780,11342,1,7,2014,5,8
4080,2014-09-19,450000.0,3,2,2180,4226,2,8,2014,5,9
4081,2014-12-31,905000.0,3,2,3520,237402,2,9,2014,5,12
4082,2014-07-16,382450.0,3,2,2220,20531,2,8,2014,5,7
4083,2014-12-24,246700.0,3,2,1610,13309,1,7,2014,5,12
4084,2014-08-14,220000.0,3,1,1070,9331,1,6,2014,4,8
4085,2015-02-16,555750.0,3,1,1060,4880,1,6,2015,4,2
4086,2014-06-11,262500.0,3,1,1160,8906,1,7,2014,4,6
4087,2014-12-01,515000.0,2,1,910,4725,1,7,2014,3,12
4088,2014-06-17,499500.0,3,2,2970,21907,2,9,2014,5,6
4089,2014-06-04,135000.0,1,1,790,13062,1,6,2014,2,6
4090,2014-11-18,462500.0,2,2,1540,7290,2,7,2014,4,11
4091,2015-04-15,937500.0,4,2,3130,21100,1,9,2015,6,4
4092,2015-04-22,458000.0,3,1,1470,9570,1,7,2015,4,4
4093,2014-10-22,845000.0,4,2,3160,7143,1,8,2014,6,10
4094,2014-05-31,660000.0,3,2,2675,40910,2,8,2014,5,5
4095,2015-04-17,265000.0,3,2,1340,6783,1,7,2015,5,4
4096,2014-05-07,599999.0,9,4,3830,6988,2,7,2014,13,5
4097,2014-12-02,280000.0,3,2,1800,8697,2,8,2014,5,12
4098,2014-10-29,1055000.0,3,3,2990,189852,2,10,2014,6,10
4099,2014-11-07,875000.0,4,3,3720,14125,1,9,2014,7,11
4100,2014-10-14,125000.0,3,1,920,7276,1,6,2014,4,10
4101,2014-12-09,634800.0,4,3,3280,4904,2,7,2014,7,12
4102,2015-02-03,269950.0,4,1,1440,9600,1,7,2015,5,2
4103,2014-06-20,359950.0,3,2,1940,11612,1,8,2014,5,6
4104,2014-12-15,417000.0,3,1,1590,11454,1,8,2014,4,12
4105,2014-07-22,389000.0,2,2,1340,4122,1,8,2014,4,7
4106,2014-08-15,1038000.0,4,2,3770,10893,2,11,2014,6,8
4107,2014-09-29,698000.0,6,2,2680,11250,1,7,2014,8,9
4108,2015-03-18,685000.0,4,2,2820,10125,2,8,2015,6,3
4109,2014-11-05,198500.0,3,1,1520,7137,1,5,2014,4,11
4110,2015-03-26,350000.0,4,2,2560,5428,2,8,2015,6,3
4111,2015-04-08,649950.0,3,2,3310,387684,1,8,2015,5,4
4112,2015-04-29,441000.0,3,1,1540,7200,1,7,2015,4,4
4113,2014-11-11,462600.0,3,1,1430,11761,1,8,2014,4,11
4114,2015-03-06,365070.0,4,2,2506,6232,2,7,2015,6,3
4115,2014-05-13,550000.0,4,2,2250,7500,1,7,2014,6,5
4116,2015-04-28,470000.0,5,1,2740,9600,1,7,2015,6,4
4117,2014-08-27,340000.0,3,1,1540,10400,1,6,2014,4,8
4118,2014-08-05,910000.0,4,2,4190,38912,1,9,2014,6,8
4119,2015-04-07,405000.0,4,1,1690,8392,1,7,2015,5,4
4120,2014-06-02,661000.0,4,2,1990,4600,1,8,2014,6,6
4121,2014-11-06,635000.0,4,2,2410,7069,2,9,2014,6,11
4122,2015-05-05,282000.0,2,1,1150,6098,1,7,2015,3,5
4123,2015-02-11,235000.0,4,1,1720,10137,2,7,2015,5,2
4124,2014-08-19,277500.0,3,2,1260,22100,2,7,2014,5,8
4125,2015-04-20,346500.0,5,2,2020,8250,1,8,2015,7,4
4126,2015-04-10,480000.0,5,2,2240,5500,1,7,2015,7,4
4127,2014-09-16,360000.0,4,2,1930,6508,2,8,2014,6,9
4128,2014-11-06,245000.0,3,2,1820,6785,1,7,2014,5,11
4129,2014-09-19,625000.0,3,3,1560,1490,2,8,2014,6,9
4130,2014-05-29,750500.0,5,3,2170,2440,1,8,2014,8,5
4131,2015-04-18,525000.0,3,1,1600,9579,1,8,2015,4,4
4132,2014-07-29,740000.0,4,3,3760,57063,2,9,2014,7,7
4133,2014-05-13,523000.0,3,1,1240,7735,1,7,2014,4,5
4134,2015-03-04,292000.0,3,1,1090,4500,1,8,2015,4,3
4135,2015-01-21,625000.0,4,2,2740,9599,1,8,2015,6,1
4136,2015-01-16,700000.0,3,2,3110,11727,2,9,2015,5,1
4137,2015-03-12,399950.0,3,2,1610,1320,2,7,2015,5,3
4138,2015-02-25,545000.0,4,3,1880,1341,3,8,2015,7,2
4139,2014-08-07,339999.0,4,2,1740,6369,1,6,2014,6,8
4140,2014-12-01,1210000.0,4,2,3270,6000,2,8,2014,6,12
4141,2014-11-13,545000.0,3,2,1990,5149,2,8,2014,5,11
4142,2015-03-09,260000.0,4,1,1960,8400,1,8,2015,5,3
4143,2014-05-23,526000.0,3,1,1680,3420,1,7,2014,4,5
4144,2014-11-12,701000.0,4,3,2910,8540,2,9,2014,7,11
4145,2014-10-03,290000.0,3,2,1500,7482,1,7,2014,5,10
4146,2014-10-04,330600.0,1,1,580,1799,1,7,2014,2,10
4147,2015-04-27,550500.0,3,1,2540,8280,1,7,2015,4,4
4148,2015-03-13,430000.0,2,1,950,6426,1,7,2015,3,3
4149,2014-10-14,4000000.0,4,5,7080,16573,2,12,2014,9,10
4150,2014-08-04,260600.0,2,1,810,4560,1,7,2014,3,8
4151,2014-12-18,825000.0,5,3,4080,7500,2,8,2014,8,12
4152,2014-10-23,378950.0,4,2,1820,8400,1,7,2014,6,10
4153,2015-01-16,435000.0,4,2,2650,9065,2,7,2015,6,1
4154,2015-04-22,631000.0,3,2,1670,1396,2,9,2015,5,4
4155,2014-05-18,415000.0,3,2,2480,8342,2,8,2014,5,5
4156,2014-10-21,222000.0,3,1,1240,7560,1,8,2014,4,10
4157,2014-08-20,245000.0,3,2,1390,8250,1,7,2014,5,8
4158,2015-03-25,720000.0,3,2,2880,10126,2,10,2015,5,3
4159,2014-12-23,215000.0,3,1,1060,9954,1,7,2014,4,12
4160,2014-10-30,579100.0,2,1,1070,2754,1,7,2014,3,10
4161,2014-07-28,522500.0,4,1,1640,9299,1,7,2014,5,7
4162,2014-09-19,489000.0,3,2,1510,3000,1,7,2014,5,9
4163,2015-05-06,240000.0,3,1,1230,2353,1,6,2015,4,5
4164,2015-04-21,420250.0,3,2,1510,3657,1,8,2015,5,4
4165,2014-11-14,523000.0,4,2,3180,20870,2,8,2014,6,11
4166,2014-05-13,628000.0,4,2,2260,6000,1,8,2014,6,5
4167,2015-05-06,320000.0,4,2,1920,7277,2,8,2015,6,5
4168,2014-11-18,359950.0,3,2,1980,7800,2,8,2014,5,11
4169,2014-05-05,232000.0,2,1,1200,8063,1,6,2014,3,5
4170,2014-11-14,810000.0,4,2,2020,5600,1,8,2014,6,11
4171,2014-12-11,245000.0,4,1,2010,7561,1,7,2014,5,12
4172,2015-05-07,273000.0,3,2,1930,8192,1,7,2015,5,5
4173,2015-02-11,1191000.0,5,2,2710,14989,1,8,2015,7,2
4174,2015-04-21,438000.0,5,1,1950,6250,1,7,2015,6,4
4175,2014-07-17,400000.0,3,1,2110,19600,1,8,2014,4,7
4176,2014-05-16,340000.0,3,1,1250,4800,1,7,2014,4,5
4177,2014-06-09,552000.0,2,2,1380,951,3,9,2014,4,6
4178,2014-11-25,790000.0,3,1,2050,4080,2,8,2014,4,11
4179,2014-07-07,360000.0,3,1,1800,22000,2,8,2014,4,7
4180,2015-03-02,235000.0,3,1,1310,15022,1,7,2015,4,3
4181,2014-10-10,775000.0,2,1,1010,3600,1,7,2014,3,10
4182,2014-05-14,489200.0,3,2,1850,9600,1,7,2014,5,5
4183,2014-07-29,341000.0,3,2,1750,8900,2,8,2014,5,7
4184,2014-10-01,335000.0,4,2,2154,6050,2,8,2014,6,10
4185,2015-01-21,393500.0,3,1,1230,1441,2,8,2015,4,1
4186,2014-09-18,360000.0,3,2,1960,8846,1,6,2014,5,9
4187,2015-03-04,400800.0,4,1,1070,5750,1,6,2015,5,3
4188,2014-11-03,585000.0,3,1,1450,5378,1,7,2014,4,11
4189,2014-10-01,1600000.0,4,2,3680,5000,2,9,2014,6,10
4190,2014-07-29,2880500.0,4,2,5760,32033,2,12,2014,6,7
4191,2014-05-15,300000.0,3,1,1220,13000,1,7,2014,4,5
4192,2014-11-14,1045000.0,4,2,2950,4560,2,7,2014,6,11
4193,2014-09-22,360000.0,3,1,1340,1110,2,7,2014,4,9
4194,2014-06-20,665900.0,4,2,2870,5453,2,8,2014,6,6
4195,2014-08-22,470000.0,4,1,2590,18224,1,7,2014,5,8
4196,2014-05-13,581000.0,4,1,2090,8164,1,8,2014,5,5
4197,2014-07-07,527000.0,6,3,3000,8401,1,8,2014,9,7
4198,2015-05-06,423000.0,4,1,1730,7245,1,7,2015,5,5
4199,2014-09-27,875000.0,4,3,2850,4416,1,7,2014,7,9
4200,2014-07-29,410000.0,3,1,1020,6903,1,7,2014,4,7
4201,2015-03-16,606000.0,3,2,2200,6005,2,9,2015,5,3
4202,2015-05-01,654000.0,3,2,3240,60840,2,7,2015,5,5
4203,2014-07-09,150000.0,3,0,490,38500,1,5,2014,3,7
4204,2014-11-09,373000.0,3,2,2990,6771,1,7,2014,5,11
4205,2014-05-29,550000.0,5,2,2450,9488,1,7,2014,7,5
4206,2014-05-21,512500.0,3,2,1900,7604,2,8,2014,5,5
4207,2015-04-28,360000.0,4,2,2640,7388,2,7,2015,6,4
4208,2014-09-26,369000.0,3,2,1340,1480,3,8,2014,5,9
4209,2014-12-30,825000.0,4,2,3220,5262,2,9,2014,6,12
4210,2014-12-01,255000.0,3,2,930,11475,1,7,2014,5,12
4211,2014-05-28,1285000.0,4,2,3240,10800,1,10,2014,6,5
4212,2014-08-08,270000.0,5,2,2630,8470,1,8,2014,7,8
4213,2014-09-24,480680.0,3,2,1730,4924,2,8,2014,5,9
4214,2015-03-03,525000.0,4,1,2120,7725,1,8,2015,5,3
4215,2014-06-23,291500.0,3,1,880,9238,1,6,2014,4,6
4216,2014-12-30,305000.0,4,2,1800,13551,1,7,2014,6,12
4217,2015-05-07,285000.0,3,1,1600,7500,1,7,2015,4,5
4218,2014-09-16,1875000.0,3,2,3280,29111,2,11,2014,5,9
4219,2015-01-08,329500.0,5,1,3290,8000,1,7,2015,6,1
4220,2014-07-08,1570000.0,4,2,2890,18226,3,10,2014,6,7
4221,2014-08-11,379260.0,3,2,1730,7202,1,7,2014,5,8
4222,2014-07-09,356000.0,3,2,1590,3411,2,7,2014,5,7
4223,2014-12-01,571900.0,4,1,1710,8947,1,7,2014,5,12
4224,2014-08-21,271500.0,3,1,1995,18360,2,7,2014,4,8
4225,2015-03-16,390000.0,3,1,1300,10030,1,7,2015,4,3
4226,2015-05-12,550000.0,3,2,2720,62310,1,8,2015,5,5
4227,2015-01-05,755000.0,2,2,1360,2070,2,8,2015,4,1
4228,2014-11-18,509500.0,2,2,1590,1485,2,8,2014,4,11
4229,2015-03-25,486700.0,2,1,1200,6278,1,7,2015,3,3
4230,2014-07-28,527500.0,2,1,1170,3000,1,7,2014,3,7
4231,2014-08-15,475000.0,5,2,2010,3600,1,6,2014,7,8
4232,2014-08-27,268000.0,3,2,1880,1793,2,7,2014,5,8
4233,2015-04-16,562000.0,3,2,3250,50529,2,8,2015,5,4
4234,2014-07-22,780000.0,4,2,2270,13449,1,9,2014,6,7
4235,2015-01-06,700000.0,9,3,3680,4400,2,7,2015,12,1
4236,2014-09-02,710000.0,3,2,1880,3000,1,8,2014,5,9
4237,2014-06-12,445000.0,3,1,1050,5664,1,7,2014,4,6
4238,2014-09-15,729000.0,3,3,2250,60548,1,9,2014,6,9
4239,2014-06-18,384400.0,3,3,1689,1388,3,8,2014,6,6
4240,2015-03-27,815000.0,6,3,2860,17853,1,8,2015,9,3
4241,2014-10-29,865000.0,4,2,2710,4069,3,10,2014,6,10
4242,2014-08-28,514000.0,3,2,1770,7200,1,7,2014,5,8
4243,2014-05-20,615000.0,4,2,2820,13193,1,8,2014,6,5
4244,2014-10-16,865000.0,4,3,3400,99170,1,8,2014,7,10
4245,2014-10-13,755000.0,4,2,3110,6930,2,9,2014,6,10
4246,2015-04-27,425000.0,4,1,1480,8321,1,7,2015,5,4
4247,2014-06-18,375000.0,2,1,940,9839,1,6,2014,3,6
4248,2015-04-24,750000.0,4,2,2680,4548,2,8,2015,6,4
4249,2014-09-26,722000.0,4,2,3190,5408,2,9,2014,6,9
4250,2015-03-31,1011000.0,3,2,1920,4480,2,9,2015,5,3
4251,2014-06-25,725000.0,3,2,2610,7510,2,9,2014,5,6
4252,2014-09-30,170000.0,3,0,1040,42180,1,6,2014,3,9
4253,2015-05-01,845000.0,4,3,2880,35315,1,11,2015,7,5
4254,2015-01-15,271900.0,3,2,1450,8771,2,7,2015,5,1
4255,2014-06-05,1300000.0,6,4,3902,3880,3,9,2014,10,6
4256,2014-12-22,261500.0,4,2,2460,7800,1,8,2014,6,12
4257,2014-05-16,619500.0,3,2,2170,5000,2,9,2014,5,5
4258,2014-06-10,435000.0,5,2,1970,15247,1,7,2014,7,6
4259,2014-10-03,210000.0,3,1,1000,5454,1,7,2014,4,10
4260,2014-11-26,489950.0,3,2,1580,4010,1,7,2014,5,11
4261,2014-05-08,260000.0,4,1,2130,8800,1,7,2014,5,5
4262,2014-06-28,300000.0,4,1,1370,8499,1,7,2014,5,6
4263,2015-04-22,530000.0,4,2,2150,14161,1,8,2015,6,4
4264,2014-12-16,235000.0,3,1,1370,14030,1,8,2014,4,12
4265,2015-01-05,593500.0,3,1,1370,4000,2,8,2015,4,1
4266,2014-07-23,562000.0,3,3,3290,80471,2,8,2014,6,7
4267,2015-04-27,585000.0,3,2,3190,207346,2,9,2015,5,4
4268,2014-05-30,2400000.0,4,3,4140,20734,1,10,2014,7,5
4269,2015-02-24,199500.0,3,1,1690,8901,1,7,2015,4,2
4270,2014-09-02,544500.0,5,1,1690,3240,1,7,2014,6,9
4271,2015-02-18,394900.0,3,1,1430,13370,1,7,2015,4,2
4272,2014-07-31,912000.0,4,3,1980,4095,2,9,2014,7,7
4273,2014-07-10,260000.0,3,2,1490,8102,2,7,2014,5,7
4274,2015-02-19,858000.0,5,3,3620,12778,1,8,2015,8,2
4275,2014-12-09,1275000.0,4,2,2720,16454,1,9,2014,6,12
4276,2015-05-13,242150.0,4,1,1490,8544,1,7,2015,5,5
4277,2014-10-30,220000.0,3,1,1230,7200,1,7,2014,4,10
4278,2015-04-30,235000.0,3,2,1900,7980,1,7,2015,5,4
4279,2014-10-21,370000.0,3,1,1530,10300,1,7,2014,4,10
4280,2014-10-03,450000.0,3,1,2290,44866,1,8,2014,4,10
4281,2014-07-11,534950.0,5,1,2240,6337,1,8,2014,6,7
4282,2015-03-15,730000.0,4,2,3470,14271,2,9,2015,6,3
4283,2014-09-25,465000.0,4,2,3050,32450,1,8,2014,6,9
4284,2014-08-01,178000.0,3,1,1100,5734,1,7,2014,4,8
4285,2015-02-09,215000.0,3,1,1610,7140,1,7,2015,4,2
4286,2015-03-12,300000.0,3,2,1910,15508,1,8,2015,5,3
4287,2014-05-15,430000.0,3,2,1510,7066,1,7,2014,5,5
4288,2014-07-31,183000.0,3,1,1280,4366,2,6,2014,4,7
4289,2014-06-12,585000.0,3,2,1910,1501,2,8,2014,5,6
4290,2014-07-16,192950.0,3,1,1170,3330,2,6,2014,4,7
4291,2014-09-26,599000.0,2,1,1550,7713,1,7,2014,3,9
4292,2014-07-08,326500.0,3,1,1060,7920,1,7,2014,4,7
4293,2014-07-18,358803.0,2,1,1040,5765,1,7,2014,3,7
4294,2014-05-28,537000.0,3,2,1550,12920,2,7,2014,5,5
4295,2014-10-23,1155000.0,3,2,2490,24691,1,9,2014,5,10
4296,2015-01-29,156000.0,2,1,920,5889,1,6,2015,3,1
4297,2015-03-25,219000.0,3,1,1250,8276,1,6,2015,4,3
4298,2015-05-01,1190000.0,3,1,2540,2700,2,8,2015,4,5
4299,2015-04-27,248000.0,5,1,2190,16788,1,8,2015,6,4
4300,2015-02-09,340000.0,3,1,1340,196020,1,7,2015,4,2
4301,2015-04-22,899100.0,5,2,2410,15300,1,8,2015,7,4
4302,2014-07-28,346950.0,3,1,1830,10954,1,7,2014,4,7
4303,2014-09-17,330000.0,3,1,1850,5775,2,6,2014,4,9
4304,2014-07-31,325000.0,3,1,1410,8250,1,7,2014,4,7
4305,2014-10-27,315000.0,3,1,1460,7884,1,8,2014,4,10
4306,2014-06-23,649950.0,3,2,1500,1375,2,9,2014,5,6
4307,2014-08-25,316000.0,3,1,1130,7200,1,6,2014,4,8
4308,2014-06-17,386000.0,2,2,1620,3196,2,8,2014,4,6
4309,2015-04-08,535000.0,2,1,2330,7280,1,7,2015,3,4
4310,2015-03-25,600000.0,3,3,1520,1800,3,7,2015,6,3
4311,2014-11-18,339000.0,4,2,2840,8746,2,8,2014,6,11
4312,2014-09-26,167000.0,3,2,1520,7456,1,7,2014,5,9
4313,2014-12-15,430000.0,3,1,1740,4800,1,8,2014,4,12
4314,2014-08-21,688000.0,4,4,4000,9309,2,9,2014,8,8
4315,2014-09-08,834500.0,3,2,2780,6000,1,9,2014,5,9
4316,2014-06-28,1075000.0,4,4,3500,8750,1,9,2014,8,6
4317,2014-12-01,250000.0,3,1,1060,52272,1,7,2014,4,12
4318,2015-04-10,402500.0,3,1,1290,4000,1,7,2015,4,4
4319,2014-12-16,432500.0,3,2,2390,6435,1,8,2014,5,12
4320,2014-08-14,485000.0,5,1,2460,14100,1,7,2014,6,8
4321,2014-08-20,560000.0,4,2,2930,22000,1,9,2014,6,8
4322,2014-10-21,410000.0,4,2,2200,8292,2,7,2014,6,10
4323,2014-05-15,455000.0,3,2,1870,7344,1,8,2014,5,5
4324,2014-12-29,459500.0,4,2,2060,8968,1,7,2014,6,12
4325,2014-12-12,371000.0,4,1,1610,11305,1,7,2014,5,12
4326,2015-02-20,289500.0,3,2,2120,3400,2,7,2015,5,2
4327,2014-10-21,395000.0,3,3,1450,1263,2,8,2014,6,10
4328,2014-06-14,496752.0,2,1,1980,5000,1,7,2014,3,6
4329,2014-10-01,227000.0,2,1,860,6800,1,6,2014,3,10
4330,2014-08-04,330000.0,3,1,1460,9261,1,7,2014,4,8
4331,2015-01-23,480000.0,5,2,2590,8610,1,7,2015,7,1
4332,2014-08-06,290000.0,2,1,1120,217800,1,6,2014,3,8
4333,2014-11-12,281000.0,3,1,1340,21336,1,5,2014,4,11
4334,2015-04-07,705000.0,4,1,1780,3120,1,8,2015,5,4
4335,2014-05-02,1400000.0,4,2,2920,4000,1,8,2014,6,5
4336,2014-12-12,485000.0,4,3,2820,6611,1,7,2014,7,12
4337,2015-03-09,622000.0,3,2,1550,1919,3,8,2015,5,3
4338,2014-09-02,380000.0,3,2,1600,39848,1,8,2014,5,9
4339,2014-11-26,2125000.0,4,2,3190,19513,2,10,2014,6,11
4340,2014-06-27,561500.0,3,1,1960,6380,1,7,2014,4,6
4341,2014-09-16,242000.0,3,1,970,9600,1,7,2014,4,9
4342,2014-06-24,348500.0,3,1,1360,10726,1,7,2014,4,6
4343,2015-03-26,370000.0,3,1,1360,10726,1,7,2015,4,3
4344,2015-04-14,752000.0,6,3,3810,6663,2,8,2015,9,4
4345,2014-10-31,230000.0,3,1,1340,8250,1,7,2014,4,10
4346,2015-03-18,715000.0,3,2,1990,4977,3,9,2015,5,3
4347,2015-04-17,240415.0,3,1,1120,10187,1,7,2015,4,4
4348,2014-11-25,562000.0,4,1,2060,4080,1,7,2014,5,11
4349,2014-08-05,360000.0,3,1,1170,4080,1,6,2014,4,8
4350,2014-10-29,659950.0,3,2,1610,1246,2,9,2014,5,10
4351,2014-06-23,458500.0,3,2,1890,1599,2,9,2014,5,6
4352,2015-03-05,259950.0,2,2,1070,649,2,9,2015,4,3
4353,2014-09-18,366000.0,3,1,1680,6108,1,8,2014,4,9
4354,2015-04-28,978000.0,4,2,2890,7821,2,9,2015,6,4
4355,2015-04-21,525000.0,2,1,1360,6120,1,7,2015,3,4
4356,2014-05-22,926300.0,3,1,1660,4800,2,8,2014,4,5
4357,2015-04-23,750000.0,2,1,1620,6120,1,7,2015,3,4
4358,2014-12-04,660000.0,2,1,960,6263,1,6,2014,3,12
4359,2014-08-13,305000.0,4,1,1000,7200,1,6,2014,5,8
4360,2015-04-26,800000.0,2,2,2395,6143,1,8,2015,4,4
4361,2015-04-27,600000.0,4,1,3050,9440,1,8,2015,5,4
4362,2014-08-27,435000.0,2,1,1120,88327,1,6,2014,3,8
4363,2015-03-10,1135000.0,4,3,2960,4296,2,9,2015,7,3
4364,2014-10-10,318000.0,3,2,1250,1017,3,8,2014,5,10
4365,2014-10-06,639000.0,4,2,1940,5000,1,7,2014,6,10
4366,2015-03-16,453000.0,3,2,1750,3900,2,8,2015,5,3
4367,2014-11-17,800000.0,4,1,2150,9148,1,7,2014,5,11
4368,2014-06-04,437000.0,2,1,1500,6800,1,7,2014,3,6
4369,2014-11-21,1150000.0,3,2,3230,75889,2,7,2014,5,11
4370,2014-09-26,490000.0,4,2,3000,8645,2,8,2014,6,9
4371,2014-07-10,499950.0,4,1,1520,7700,1,7,2014,5,7
4372,2014-12-26,160134.0,3,1,1190,10116,1,7,2014,4,12
4373,2014-12-15,191000.0,3,1,990,8255,1,7,2014,4,12
4374,2015-01-15,221000.0,3,1,1250,7280,1,7,2015,4,1
4375,2014-10-28,352800.0,4,2,2080,6360,1,7,2014,6,10
4376,2015-05-11,350000.0,3,2,1640,10424,2,7,2015,5,5
4377,2014-06-17,458000.0,4,1,1550,3000,1,7,2014,5,6
4378,2014-05-19,359950.0,3,1,1290,189486,1,7,2014,4,5
4379,2015-04-07,1050000.0,3,3,3250,5093,2,10,2015,6,4
4380,2014-07-24,353000.0,3,1,1260,11775,1,6,2014,4,7
4381,2014-08-01,717550.0,3,3,2840,4468,3,10,2014,6,8
4382,2014-08-07,450000.0,3,2,1960,6500,2,8,2014,5,8
4383,2014-09-24,167500.0,3,1,760,3090,1,5,2014,4,9
4384,2014-06-17,550000.0,3,1,2240,78225,2,8,2014,4,6
4385,2015-04-21,939000.0,4,2,2240,9684,2,9,2015,6,4
4386,2015-04-29,700000.0,3,1,1820,15570,1,8,2015,4,4
4387,2014-05-19,480000.0,4,3,3370,435600,2,9,2014,7,5
4388,2014-08-29,501000.0,3,1,1160,4360,1,8,2014,4,8
4389,2015-02-04,580000.0,3,2,1640,8625,1,8,2015,5,2
4390,2014-05-23,527550.0,1,0,820,59677,1,5,2014,1,5
4391,2014-11-24,399000.0,4,2,2800,4687,2,9,2014,6,11
4392,2015-04-15,240000.0,3,1,1780,5000,1,6,2015,4,4
4393,2015-03-11,353000.0,4,2,2200,268329,1,7,2015,6,3
4394,2014-05-28,335000.0,4,2,1480,3132,1,6,2014,6,5
4395,2015-03-17,475000.0,3,3,2010,2554,2,7,2015,6,3
4396,2014-08-26,660000.0,3,2,2880,5100,1,7,2014,5,8
4397,2014-07-24,551000.0,3,1,940,1948,1,6,2014,4,7
4398,2015-03-20,249950.0,4,1,1620,10530,1,7,2015,5,3
4399,2014-11-20,1150000.0,4,3,4400,262666,2,11,2014,7,11
4400,2014-07-03,575000.0,3,1,1530,6743,1,7,2014,4,7
4401,2014-07-18,1088890.0,4,2,3460,11350,1,9,2014,6,7
4402,2014-11-18,515000.0,4,2,2890,7306,2,7,2014,6,11
4403,2014-12-10,235000.0,3,1,1980,11214,1,7,2014,4,12
4404,2014-09-15,796000.0,3,1,1980,3243,1,8,2014,4,9
4405,2015-04-23,450000.0,2,1,1450,2550,1,7,2015,3,4
4406,2014-11-06,2050000.0,4,3,4280,18834,1,11,2014,7,11
4407,2014-05-08,270000.0,4,2,1810,6509,2,7,2014,6,5
4408,2015-04-14,1705000.0,3,3,2490,27702,2,10,2015,6,4
4409,2015-03-09,565000.0,3,1,1610,4108,1,7,2015,4,3
4410,2014-08-04,680000.0,1,2,1820,3008,2,7,2014,3,8
4411,2014-08-04,5570000.0,5,5,9200,35069,2,13,2014,10,8
4412,2014-11-14,864500.0,4,2,3520,35991,2,10,2014,6,11
4413,2014-09-15,1150000.0,4,2,3740,18000,1,9,2014,6,9
4414,2014-05-15,335000.0,3,2,2150,30476,2,7,2014,5,5
4415,2015-05-04,911000.0,4,3,3526,15958,2,10,2015,7,5
4416,2014-11-12,425000.0,2,1,1070,6625,1,7,2014,3,11
4417,2014-10-29,299950.0,3,1,1410,81021,1,7,2014,4,10
4418,2014-12-08,864000.0,4,2,3190,49658,2,10,2014,6,12
4419,2015-03-05,425000.0,2,1,1270,6000,1,7,2015,3,3
4420,2014-08-14,374950.0,4,1,1970,14490,1,7,2014,5,8
4421,2014-12-03,247000.0,3,2,1640,7630,1,8,2014,5,12
4422,2014-12-12,475000.0,3,1,1600,7161,1,8,2014,4,12
4423,2014-08-01,275000.0,3,2,3020,5868,2,7,2014,5,8
4424,2014-10-29,355000.0,2,1,1350,368517,1,6,2014,3,10
4425,2015-03-18,285000.0,4,1,1870,22072,1,7,2015,5,3
